"Event Time","Event ID","Site Code","Exit Door ID","Event Count","Video URL","Status"
"2020-12-29T04:00:17Z","tpo6uWF","Site 10","1","8805","","Organized Crime"
"2022-10-14T03:40:58Z","qC8gn63","Site 10","1","3504","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Omni Sale"
"2021-02-20T01:42:45Z","bcfYlRT","Site 10","1","3724","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2020-08-11T23:53:26Z","ahY8316","Site 10","1","6530","","Mixed"
"2022-02-22T02:22:13Z","s2ubRlT","Site 10","1","7318","","External Theft"
"2022-08-31T09:13:41Z","k6I0Xby","Site 10","1","723","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Organized Crime"
"2021-08-27T01:41:34Z","7esIHUo","Site 10","1","7537","","Employee"
"2022-08-10T22:35:26Z","OmeelnA","Site 10","1","7278","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","External Theft"
"2021-03-05T06:21:06Z","LD8GCvd","Site 10","1","9253","","Organized Crime"
"2023-03-31T01:35:33Z","8SCExZi","Site 10","1","8381","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Not a loss Event"
"2021-10-19T00:24:55Z","2sxHyp1","Site 10","1","8915","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Others"
"2023-03-10T07:01:10Z","LPffSXk","Site 10","1","422","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Mixed"
"2023-01-24T23:14:14Z","S6R8429","Site 10","1","3604","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2020-08-08T04:28:30Z","wsheRhX","Site 10","1","9492","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Omni Sale"
"2022-05-20T20:47:44Z","G1qZqTR","Site 10","1","723","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","External Theft"
"2020-12-02T00:07:57Z","HgtVq6e","Site 10","1","5187","","Employee"
"2022-05-12T08:09:14Z","sCscKrt","Site 10","1","7716","","Mixed"
"2021-04-18T23:18:13Z","9DdgbzB","Site 10","1","2140","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2022-09-26T12:28:47Z","ohKDo5G","Site 10","1","8043","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Others"
"2020-11-11T09:35:57Z","1AmPQDZ","Site 10","1","8754","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Others"
"2022-06-21T15:29:58Z","SMFFTmP","Site 10","1","6108","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Transfer"
"2021-02-15T15:51:16Z","8WmZ9sb","Site 10","3","9060","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Organized Crime"
"2020-12-11T13:53:31Z","SlY7Zpw","Site 10","1","8162","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","External Theft"
"2021-03-23T17:54:45Z","wo7p7hO","Site 10","1","8568","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2022-05-21T01:10:51Z","I6L8sT1","Site 10","1","5637","","Transfer"
"2022-03-01T07:17:30Z","yLjKDGp","Site 10","1","8408","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Others"
"2022-04-24T13:46:32Z","HyUh53G","Site 10","1","4683","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Organized Crime"
"2022-04-27T04:10:53Z","ZfQ8PU3","Site 10","1","97","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Others"
"2020-11-06T22:41:39Z","JOLK0Qf","Site 10","1","662","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Omni Sale"
"2021-07-17T19:55:43Z","5uNjtYA","Site 10","1","9814","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Not a loss Event"
"2023-02-11T05:46:28Z","urVp4WN","Site 10","1","9977","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Employee"
"2022-02-26T18:43:19Z","zdEd7At","Site 10","1","9533","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2022-11-30T17:35:25Z","z2TUqdM","Site 10","1","1597","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Transfer"
"2021-08-11T09:56:38Z","oy8a4Sp","Site 10","1","5824","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2021-01-18T18:29:57Z","E3DtD7q","Site 10","1","8151","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Transfer"
"2022-04-28T20:53:31Z","1fGo7bB","Site 10","1","4736","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Omni Sale"
"2021-06-08T21:36:31Z","FAsA1Ns","Site 10","1","3125","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Mixed"
"2021-05-05T03:49:54Z","AioUtIo","Site 10","1","1424","","Mixed"
"2021-07-20T22:59:10Z","LOzeial","Site 10","1","5465","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Transfer"
"2022-11-02T10:08:57Z","VdP2LCN","Site 10","1","991","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Transfer"
"2022-08-09T03:07:40Z","wAYCD3I","Site 10","1","6477","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Others"
"2022-06-25T23:19:38Z","vm1UxKi","Site 10","1","7344","","Mixed"
"2022-11-26T21:11:44Z","ycE6JYq","Site 10","1","445","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Transfer"
"2020-08-20T02:50:31Z","droa1P2","Site 10","1","5812","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Omni Sale"
"2023-01-05T05:58:44Z","EhNWvf1","Site 10","1","2655","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Mixed"
"2021-11-10T10:45:53Z","hqB3hZK","Site 10","1","558","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Omni Sale"
"2022-03-23T17:53:21Z","neBcMq2","Site 10","1","6951","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Organized Crime"
"2020-09-01T19:15:13Z","9lBX2S9","Site 10","1","4230","","Omni Sale"
"2023-05-03T21:23:05Z","3K8UnYn","Site 10","1","7177","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Transfer"
"2022-10-27T21:12:57Z","L3ANfPO","Site 10","1","6793","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Transfer"
"2020-10-22T03:40:26Z","ZYcsDfA","Site 10","1","5633","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Transfer"
"2023-06-23T02:06:47Z","jw3OFim","Site 10","1","6851","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2021-12-28T06:10:46Z","cMe2c4o","Site 10","1","8764","","Mixed"
"2021-05-19T19:55:55Z","bKZDKwg","Site 10","3","220","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2022-11-18T03:51:39Z","P0U170B","Site 10","1","8615","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","External Theft"
"2020-07-28T19:50:47Z","ivMYIxT","Site 10","1","9974","","Mixed"
"2022-10-21T09:32:32Z","JzmrNN6","Site 10","1","1922","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Organized Crime"
"2023-02-14T15:29:50Z","Yp4emnd","Site 10","1","3670","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Not a loss Event"
"2021-03-20T09:37:43Z","sddJqNV","Site 10","1","8871","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Omni Sale"
"2023-02-08T19:40:21Z","hdzfx5L","Site 10","1","9182","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Others"
"2022-01-21T09:55:43Z","KdrYSjT","Site 10","1","4405","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Omni Sale"
"2022-09-12T18:07:44Z","QeqbnDm","Site 10","1","4113","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Others"
"2022-11-28T03:56:59Z","kQeVVF4","Site 10","1","3642","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Transfer"
"2023-01-06T06:21:18Z","JOW7L95","Site 10","1","5547","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","External Theft"
"2023-04-06T00:35:45Z","MqkY3qR","Site 10","1","2967","","Not a loss Event"
"2022-11-02T17:13:08Z","Qy8t6su","Site 10","1","9602","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","External Theft"
"2020-10-27T01:20:48Z","Y1jaASw","Site 10","1","7120","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Omni Sale"
"2023-01-11T16:13:15Z","QdYN97P","Site 10","1","4733","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","External Theft"
"2022-02-19T18:12:05Z","h236MR9","Site 10","1","6506","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Mixed"
"2022-09-30T17:22:12Z","YGfDe9r","Site 10","1","6995","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Others"
"2022-06-01T05:51:01Z","WiqqDLC","Site 10","1","226","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Not a loss Event"
"2022-09-25T19:37:14Z","W9Q7nWd","Site 10","1","3075","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","External Theft"
"2023-03-22T14:36:08Z","KvWHbIZ","Site 10","1","6989","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Employee"
"2020-10-06T23:03:23Z","EZt9ksV","Site 10","1","9517","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Others"
"2020-06-30T18:49:26Z","WsjTJ6e","Site 10","1","4766","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2022-02-27T00:41:14Z","D5jMT0u","Site 10","1","6065","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Others"
"2020-08-30T19:10:20Z","lZEiQ50","Site 10","1","9322","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Omni Sale"
"2021-10-16T17:34:19Z","eQx6Mpc","Site 10","1","7985","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Employee"
"2023-06-18T02:52:57Z","hWwlGUk","Site 10","1","5351","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2022-06-02T04:37:29Z","Aa7XoJl","Site 10","1","544","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Transfer"
"2021-07-25T09:08:12Z","mrVEuV6","Site 10","1","2233","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Not a loss Event"
"2023-06-20T07:00:22Z","1JOVkBe","Site 10","1","9662","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Omni Sale"
"2023-02-11T13:08:20Z","biVTvtv","Site 10","1","4247","","Organized Crime"
"2020-10-14T23:48:38Z","tVsGFyE","Site 10","1","3323","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Not a loss Event"
"2021-04-02T08:34:48Z","nhLIukb","Site 10","1","3306","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","External Theft"
"2021-06-17T03:52:03Z","Tfh7v2K","Site 10","3","5840","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Not a loss Event"
"2021-09-18T23:08:09Z","19dNoP3","Site 10","1","1447","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Employee"
"2022-12-05T13:29:41Z","9lc5mEw","Site 10","1","5282","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Not a loss Event"
"2021-08-25T03:10:17Z","XyxwPC8","Site 10","1","4268","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Not a loss Event"
"2021-08-22T01:22:09Z","9TJqKK6","Site 10","1","3595","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Transfer"
"2021-10-20T16:36:24Z","6EwzPIN","Site 10","1","9876","","Employee"
"2021-08-30T19:24:05Z","H2OhMQA","Site 10","1","7336","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Others"
"2023-04-22T10:32:44Z","Ybqf0Te","Site 10","1","8926","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Others"
"2021-05-26T22:20:16Z","ZjaPndh","Site 10","1","1687","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Others"
"2020-07-05T13:18:10Z","xyNjWRn","Site 10","1","88","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Omni Sale"
"2021-03-12T08:24:50Z","3FXotpX","Site 10","1","4031","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Not a loss Event"
"2023-03-24T22:02:13Z","w9cviOP","Site 10","1","4420","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","External Theft"
"2023-03-14T23:55:39Z","NPpm6m6","Site 10","1","8726","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Mixed"
"2021-06-10T13:32:09Z","WaE41tc","Site 10","1","4591","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","External Theft"
"2021-03-29T11:08:41Z","oceaFRU","Site 10","1","5187","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Mixed"
"2021-08-21T17:57:02Z","mbQmKHV","Site 10","1","6696","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","External Theft"
"2021-12-01T11:33:43Z","S3TigZD","Site 10","1","4443","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Others"
"2021-02-08T02:19:27Z","dwm1asP","Site 10","1","6722","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Transfer"
"2023-05-13T09:54:09Z","Wa32bO8","Site 10","1","7570","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Transfer"
"2021-01-20T21:05:20Z","pjJ8t41","Site 10","1","3246","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Others"
"2021-05-06T00:31:38Z","MeppgJZ","Site 10","1","4727","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","External Theft"
"2021-07-31T08:47:51Z","CZV2Tj4","Site 10","1","7583","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Transfer"
"2023-06-05T21:29:59Z","UgTtWXx","Site 10","1","5654","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Mixed"
